Request By/Reseller Name,Sender ID,Description,Operator/Gateway,State,Date,Priority
E-prima Technology Pvt. Ltd.[ Easy-reseller ],KanchanFM,      Kanchanjanga FM      ,Default [ AXIATA ],Requested,2017-01-03 15:24:13,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],LIMCOOVRS,     Kailash Limbu       ,Default [ AXIATA ],Requested,2017-01-13 14:34:55,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],CBSchitwan,Statistics Office, Chitwan       ,Default [ AXIATA ],Requested,2017-01-16 09:40:30,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],MAHAD,   Mahad Recruitment         ,Default [ AXIATA ],Requested,2017-01-10 16:39:31,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],BOOMERANG,     Dipak Paudel       ,Default [ AXIATA ],Requested,2017-01-16 10:47:36,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],AashaIntl,      Aasha International      ,Default [ AXIATA ],Requested,2017-01-03 15:16:04,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],FullMoonOvs,Full Moon Overseas Services Pvt. Ltd.      ,Default [ AXIATA ],Requested,2017-01-10 16:46:10,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],PARAMOUNT,         Paramount Koteshwor   ,Default [ AXIATA ],Requested,2017-01-18 15:40:50,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],AyushIntl, Ayush International           ,Default [ AXIATA ],Requested,2017-01-03 15:21:03,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],STAR,    Sher Bahadur Dhami        ,Default [ AXIATA ],Requested,2017-01-03 15:22:47,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],BCCI,Birtamode Chember Of Commerce And Industry        ,Default [ AXIATA ],Requested,2017-01-16 09:29:31,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],CHAUTARI,        Chautari Nepal Health    ,Default [ AXIATA ],Requested,2017-01-03 15:28:57,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],KerungNepal,    Kerung Nepal        ,Default [ AXIATA ],Requested,2017-01-16 10:38:30,Regular
E-prima Technology Pvt. Ltd.[ Easy-reseller ],eimssoft,    Eims Software        ,Default [ AXIATA ],Requested,2017-01-10 16:41:24,Regular
Sasto Sms Private Limited[ Easy-reseller ],AkhandaSAC,      Akhanda SACCOS      ,Default [ AXIATA ],Requested,2017-01-16 12:18:12,Regular
Softlab Inc[ Easy-reseller ],GreenTara,Green Tara Manpower            ,Default [ AXIATA ],Requested,2017-01-22 09:23:31,Regular
Softlab Inc[ Easy-reseller ],KHOZINFO,Khoz Informatics Pvt. Ltd.            ,Default [ AXIATA ],Requested,2017-01-22 09:25:03,Regular
Softlab Inc[ Easy-reseller ],SESNepal,Purwanchal Digital Media            ,Default [ AXIATA ],Requested,2017-01-05 17:35:04,Regular
Softlab Inc[ Easy-reseller ],JTANEPAL,Journey To Australia Pvt Ltd            ,Default [ AXIATA ],Requested,2017-01-13 12:03:06,Regular
Softlab Inc[ Easy-reseller ],ZeroneTech,Zerone Tech Pvt. Ltd         ,Default [ AXIATA ],Requested,2017-01-22 09:26:43,Regular
Softlab Inc[ Easy-reseller ],GITS,Gits Infotech            ,Default [ AXIATA ],Requested,2017-01-22 09:21:05,Regular
Softlab Inc[ Easy-reseller ],BhdrpurMun,Bhadrapur Municipality            ,Default [ AXIATA ],Requested,2017-01-03 09:28:21,Regular
Softlab Inc[ Easy-reseller ],LGCDPII,Local Governance & Community Development Programme            ,Default [ AXIATA ],Requested,2017-01-22 09:22:49,Regular
Softlab Inc[ Easy-reseller ],HvnSchool,Himalaya Vidhya Niketan School            ,Default [ AXIATA ],Requested,2017-01-22 09:24:31,Regular
Softlab Inc[ Easy-reseller ],SudipSMS,Sudip Enterprises            ,Default [ AXIATA ],Requested,2017-01-22 09:25:47,Regular
Softlab Inc[ Easy-reseller ],MixERP,MixERP Technologies            ,Default [ AXIATA ],Requested,2017-01-06 16:13:22,Regular
Softlab Inc[ Easy-reseller ],NCmakwanpur,Nepali Congress Makwanpur Jilla            ,Default [ AXIATA ],Requested,2017-01-13 13:43:24,Regular
Softlab Inc[ Easy-reseller ],BAPRC,Bardiya Academy & Polytechnic Research Centre            ,Default [ AXIATA ],Requested,2017-01-03 09:27:40,Regular
Softlab Inc[ Easy-reseller ],BhimBirag,Bhim Birag Kala Pratisthan            ,Default [ AXIATA ],Requested,2017-01-22 09:27:58,Regular
Softlab Inc[ Easy-reseller ],InfoxIT,InfoxIT Pvt Ltd            ,Default [ AXIATA ],Requested,2017-01-10 15:44:33,Regular
Softlab Inc[ Easy-reseller ],UnitedHSS,United Academy Higher Secondary School            ,Default [ AXIATA ],Requested,2017-01-22 09:22:04,Regular
Softlab Inc[ Easy-reseller ],iBerryBTWL,NepClues            ,Default [ AXIATA ],Requested,2017-01-13 18:04:10,Regular
Softlab Inc[ Easy-reseller ],LittleAngle,Little Angel Eng School Btm            ,Default [ AXIATA ],Requested,2017-01-03 09:29:05,Regular
Presidential Business School[ Nepadristi Private Limite ],PBS_Info,            Presidential Business School,Default [ AXIATA ],Requested,2017-01-20 16:01:46,Regular
Dryice Solutions[ Easy-reseller ],DHRP,Dalit Human Rights Portal            ,Default [ AXIATA ],Requested,2017-01-05 11:52:55,Regular
